RefID,Income,LoanBalance,Age,InterestType,MortgageType,InterestIncome,MortgageYears,PropertyValue,AnnualPayment,CreditRating,InterestRate,LoanToValue,Default
997,79144,"49,861",36,3,2,"2,431",33,"1,57,478","4,772",4,4,74,0
998,115390,"67,992",43,2,2,"1,785",31,"71,904","2,319",3,5,120,0
999,185445,"89,951",53,3,2,"1,687",29,"99,498","3,431",2,2,8,0
1000,179062,"30,219",69,2,2,"1,360",28,"71,331","2,548",1,4,176,0
1001,81234,"1,13,320",30,2,2,"4,249",31,"1,77,062","5,712",2,4,18,0
1002,130233,"74,161",67,3,2,"1,854",29,"1,85,404","6,393",5,2,136,0
1003,144866,"68,672",68,3,2,"1,288",34,"69,472","2,043",1,2,139,0
1004,198764,"62,552",42,3,2,156,32,"68,296","2,134",3,0,42,0
1005,40856,"46,234",31,3,2,"2,023",28,"1,03,393","3,693",1,4,44,0
1006,50166,"2,04,429",67,3,2,0,28,"2,17,151","7,755",2,0,161,0
1007,164938,"71,215",33,2,2,"4,184",28,"1,06,291","3,796",2,5,121,0
1008,190436,"91,310",61,3,2,"3,538",30,"94,819","3,161",1,3,30,0
1009,48214,"25,938",43,2,2,551,35,"1,46,943","4,198",2,5,166,0
1010,64006,"71,819",68,1,2,"4,848",28,"98,018","3,501",3,5,57,0
1011,57303,"1,32,257",28,3,2,"2,810",34,"1,67,413","4,924",1,2,157,0
1012,32102,"84,763",59,3,1,"3,073",29,"77,452","2,671",5,3,47,0
1013,126540,"1,47,542",55,2,1,"2,582",29,"1,58,708","5,473",2,1,108,0
1014,193245,"2,06,494",35,2,2,"13,164",33,"2,13,994","6,485",1,5,43,0
1015,178437,"1,75,872",69,3,2,"8,574",29,"2,62,496","9,052",2,4,111,0
1016,173897,"1,32,282",45,2,2,"3,638",28,"1,42,293","5,082",1,5,91,0
1017,150599,"95,969",64,2,1,"2,399",30,"98,592","3,286",3,2,6,0
1018,78101,"34,550",53,2,2,"2,159",33,"1,12,923","3,422",2,5,164,0
1019,75356,"2,468",53,3,2,12,35,"69,905","1,997",2,0,65,0
1020,140752,"52,883",56,2,2,793,28,"88,138","3,148",2,5,84,0
1021,118655,"2,04,907",47,3,2,"8,965",35,"2,12,350","6,067",3,4,188,0
1022,96707,"62,326",45,2,2,"2,883",35,"82,008","2,343",1,4,184,0
1023,147163,"7,328",64,1,2,376,30,"1,03,787","3,460",1,4,24,0
1024,183378,"1,38,703",49,1,2,"8,322",28,"1,84,938","6,605",1,5,175,0
1025,93849,"1,25,457",28,3,2,"1,098",29,"1,33,265","4,595",1,1,97,0
1026,76140,"1,79,498",66,2,1,"7,629",28,"1,98,098","7,075",2,5,149,0
1027,113214,"2,02,313",45,1,2,"13,150",34,"2,17,624","6,401",2,5,145,0
1028,86872,"50,767",39,2,1,190,33,"1,41,020","4,273",4,0,45,1
1029,57050,"1,45,931",65,2,2,912,28,"1,61,052","5,752",2,5,152,0
1030,60290,"1,60,234",69,3,1,"6,009",28,"2,50,366","8,942",1,3,197,1
1031,60090,"1,02,743",37,1,2,"6,550",35,"1,58,066","4,516",1,5,50,0
1032,101181,"38,680",50,1,2,"1,982",28,"1,09,565","3,913",1,4,48,0
1033,49299,"1,79,901",35,2,2,"6,521",34,"2,57,002","7,559",2,5,122,1
1034,58227,"1,36,135",59,3,2,"3,063",29,"1,72,322","5,942",3,2,30,0
1035,37325,"1,30,796",26,3,2,"5,722",32,"1,79,173","5,599",3,4,85,0
1036,51892,"50,868",39,3,1,"1,971",32,"1,30,431","4,076",1,3,40,0
1037,135794,"94,987",28,1,2,"5,224",34,"1,01,857","2,996",3,5,190,0
1038,85568,"77,284",58,3,2,773,33,"78,648","2,383",2,1,158,1
1039,84748,"2,468",48,1,2,136,32,"1,04,857","3,277",2,5,13,0
1040,199317,"1,83,125",52,3,2,0,29,"2,65,398","9,152",2,0,7,0
1041,35523,"1,72,750",43,1,1,"11,877",33,"1,83,500","5,561",1,6,48,0
1042,167662,"7,404",47,3,2,148,30,"1,48,196","4,940",3,2,178,0
1043,127068,"2,00,349",43,1,2,"10,769",31,"2,18,274","7,041",2,5,66,0
1044,90554,"1,84,157",27,2,2,"12,431",32,"2,33,110","7,285",2,5,146,0
1045,81521,"84,763",52,1,2,"5,722",32,"1,14,545","3,580",2,5,22,0
1046,91233,"49,861",28,1,2,"2,555",35,"1,14,516","3,272",1,4,100,0
1047,91387,"2,05,486",64,1,2,"14,127",34,"2,63,444","7,748",2,6,69,0
1048,131640,"1,40,063",41,3,1,"3,852",31,"2,22,322","7,172",2,2,31,0
1049,48548,"1,22,159",58,3,2,"4,276",34,"1,77,041","5,207",2,3,186,0
1050,188319,"1,13,320",62,3,2,142,33,"1,85,770","5,629",3,0,37,0
1051,104233,"2,07,501",27,3,2,"2,594",30,"2,02,680","6,756",1,1,61,0
1052,130133,"67,186",46,2,2,"1,344",29,"72,736","2,508",1,5,110,0
1053,93520,"2,03,975",29,2,2,"11,474",35,"1,96,972","5,628",2,5,86,0
1054,157662,"64,592",42,3,1,"2,341",33,"88,482","2,681",4,3,184,0
1055,79969,"62,552",25,3,1,0,28,"83,403","2,979",1,0,158,1
1056,178537,"93,375",63,2,2,467,31,"1,26,183","4,070",3,0,130,0
1057,87187,"81,439",35,3,2,"2,240",29,"1,13,452","3,912",1,2,90,0
1058,193409,"56,811",43,2,2,"2,485",31,"83,545","2,695",1,5,168,0
1059,194514,"1,15,838",58,1,2,"6,371",28,"1,75,512","6,268",1,5,128,0
1060,194564,"72,298",66,3,2,"2,169",29,"1,09,542","3,777",1,2,126,0
1061,86729,"59,077",63,3,1,"2,068",31,"77,122","2,488",4,3,73,0
1062,137594,"1,34,800",55,1,1,"7,077",28,"86,781","3,099",5,4,17,0
1063,102740,"20,146",43,3,2,25,31,"57,559","1,857",4,0,2,0
1064,190282,"83,907",68,3,2,944,30,"1,08,970","3,632",2,1,101,0
1065,113724,"11,962",44,1,2,643,29,"78,190","2,696",2,5,171,0
1066,178793,"9,368",33,3,2,281,28,"61,235","2,187",2,2,15,0
1067,199721,"1,49,884",65,3,2,749,34,"2,05,321","6,039",3,0,119,0
1068,41822,"53,411",31,1,2,"2,604",29,"1,36,952","4,722",2,4,10,0
1069,131707,"1,68,066",67,2,2,"9,244",30,"2,58,563","8,619",1,5,56,0
1070,78468,"1,04,254",39,3,2,"2,346",35,"1,15,057","3,287",3,2,134,0
1071,136401,"2,493",27,2,1,50,29,"2,11,854","7,305",1,2,68,0
1072,192095,"2,493",37,3,2,56,33,"70,618","2,140",1,2,94,0
1073,143415,"54,469",32,2,2,340,34,"90,782","2,670",1,4,68,0
1074,164844,"97,304",63,2,2,"2,676",32,"1,07,632","3,364",1,5,61,0
1075,171343,"1,22,788",26,3,1,"2,302",32,"1,65,930","5,185",3,2,188,0
1076,71149,"27,977",45,3,2,35,30,"1,98,123","6,604",1,0,91,0
1077,82321,"1,59,554",25,1,2,"8,775",35,"1,71,629","4,904",1,5,23,0
1078,89944,"2,10,624",46,3,2,"1,580",31,"2,77,136","8,940",2,1,10,0
1079,173698,"1,57,061",69,3,2,196,33,"2,30,972","6,999",2,0,50,0
1080,150007,"1,22,008",37,1,2,"6,100",35,"1,74,296","4,980",4,4,131,0
1081,124050,"1,25,860",28,3,2,"2,675",31,"1,33,693","4,313",3,2,137,0
1082,37980,"97,606",44,1,2,"6,588",35,"1,26,761","3,622",1,5,109,0
1083,78663,"1,23,393",39,2,2,"4,627",33,"1,81,460","5,499",1,5,153,0
1084,129498,"1,54,568",60,1,2,"9,854",30,"2,49,303","8,310",1,5,142,0
1085,136720,"57,340",68,3,2,"2,222",30,"91,015","3,034",3,3,2,0
1086,160289,"1,94,381",53,1,2,"12,392",32,"3,13,518","9,797",2,5,172,0
1087,58815,"1,41,322",30,3,2,"3,003",33,"1,55,966","4,726",1,2,38,0
1088,191004,"1,03,247",66,3,1,"4,259",30,"1,49,633","4,988",4,3,120,0
1089,195447,"1,24,626",61,3,2,"3,895",34,"1,61,853","4,760",1,3,38,0
1090,139761,"1,06,571",56,1,2,"5,462",31,"1,50,100","4,842",1,4,87,0
1091,193213,"1,52,906",65,2,2,"3,249",31,"2,12,369","6,851",1,5,92,1
1092,116708,"1,67,864",34,2,1,"7,344",31,"1,85,258","5,976",3,4,69,0
1093,130372,"1,82,369",44,2,2,"8,435",29,"2,84,952","9,826",1,5,57,0
1094,137291,"77,284",32,2,2,869,31,"1,08,851","3,511",1,5,172,0
1095,123925,"1,17,173",50,3,2,0,28,"1,69,815","6,065",1,0,147,0
1096,94026,"70,032",34,1,2,"4,640",29,"98,636","3,401",3,5,166,0
1097,176412,"61,545",26,3,2,462,30,"89,196","2,973",1,1,138,0
1098,92595,"1,05,035",26,3,2,"3,151",28,"1,14,432","4,087",1,2,137,0
1099,61428,"1,19,540",31,3,2,"2,988",29,"1,61,540","5,570",1,2,173,0
1100,138352,"1,42,430",60,3,2,"2,849",28,"1,57,189","5,614",1,2,165,0
1101,36713,"1,45,956",29,2,1,"4,926",33,"2,14,641","6,504",1,3,161,0
1102,106732,"48,853",37,3,1,0,28,"1,18,614","4,236",1,0,199,0
1103,139986,"1,65,346",64,1,2,"9,094",28,"2,29,647","8,202",1,5,67,0
1104,113710,"36,262",45,3,1,"1,586",28,"1,02,717","3,668",2,4,1,0
1105,177828,"1,66,001",68,3,1,"3,528",28,"1,83,201","6,543",4,2,56,0
1106,34819,"35,507",39,3,2,"1,376",32,"1,11,753","3,492",1,3,105,0
1107,88613,"1,01,182",31,3,2,"2,530",32,"1,08,839","3,401",1,2,126,0
1108,183387,"56,811",68,1,2,"3,338",31,"1,62,317","5,236",1,5,152,0
1109,82881,"52,077",40,3,2,"1,692",31,"1,33,530","4,307",4,3,169,0
1110,47419,"1,76,376",25,2,2,"4,850",35,"1,94,652","5,561",3,5,142,0
1111,140702,"89,749",35,2,2,"2,917",32,"1,33,954","4,186",1,5,175,0
1112,102249,"1,11,204",29,1,2,"7,228",29,"1,65,977","5,723",3,5,137,0
1113,161263,"2,06,494",31,3,2,"6,195",35,"3,33,054","9,516",1,2,22,0
1114,176345,"1,36,135",62,2,2,"4,084",28,"1,97,297","7,046",3,2,50,0
1115,194115,"1,36,135",29,2,2,340,28,"1,48,315","5,297",1,5,58,0
1116,122980,"7,101",54,3,2,257,34,"3,01,732","8,874",2,3,83,0
1117,113408,"71,568",44,3,2,"3,042",28,"1,17,324","4,190",1,3,69,0
1118,151883,"19,743",61,3,2,74,33,"1,39,810","4,237",3,0,74,0
1119,58796,"1,81,815",56,3,1,"8,409",29,"3,03,025","10,449",1,4,1,0
1120,90963,"1,10,046",69,3,2,413,30,"1,66,736","5,558",1,0,3,0
1121,75207,"1,73,757",47,3,2,"1,303",34,"2,28,627","6,724",2,1,193,0
1122,40530,"1,06,520",58,3,2,"1,065",30,"1,74,624","5,821",1,1,28,0
1123,115013,"61,696",48,2,2,"1,465",34,"90,730","2,669",1,5,127,0
1124,142874,"1,06,520",60,3,1,"3,329",35,"1,31,507","3,757",4,3,30,0
1125,141938,"1,02,869",37,2,2,"2,186",34,"1,49,086","4,385",3,2,188,0
1126,142893,"1,13,622",35,3,2,"1,278",33,"1,49,502","4,530",3,1,187,0
1127,70161,"1,17,097",66,3,1,"4,684",28,"1,62,635","5,808",3,3,8,0
1128,124870,"1,20,874",43,3,1,"3,173",32,"1,30,022","4,063",1,2,161,0
1129,180705,"39,813",65,2,2,"2,737",32,"1,13,751","3,555",2,5,71,0
1130,130470,"44,018",60,3,1,"1,761",28,"1,03,906","3,711",3,3,144,0
1131,54440,"53,940",26,3,2,"2,495",30,"1,54,115","5,137",1,4,185,0
1132,165889,"7,101",61,3,2,213,31,"75,433","2,433",1,2,161,0
1133,188780,"1,66,101",37,3,2,"1,661",30,"2,10,255","7,009",2,1,178,0
1134,75173,"1,05,387",49,1,2,"6,192",35,"1,40,516","4,015",4,5,86,0
1135,107422,"1,54,115",32,2,2,"9,247",33,"1,65,778","5,024",4,5,52,0
1136,89984,"32,409",45,3,2,"1,377",31,"70,618","2,278",2,3,146,0
1137,91783,"1,87,003",52,1,1,"11,921",29,"2,87,696","9,921",1,5,182,0
1138,61565,"45,328",65,2,2,"1,247",33,"1,10,054","3,335",2,5,64,0
1139,113490,"65,474",59,1,2,"4,501",33,"87,298","2,645",2,6,112,0
1140,81018,"1,56,683",25,3,2,"2,938",32,"2,48,704","7,772",1,2,137,0
1141,105896,"1,83,830",68,3,2,"2,298",35,"2,70,338","7,724",4,1,177,0
1142,43995,"67,690",53,1,2,"3,892",33,"86,485","2,621",4,5,139,0
1143,57888,"1,11,255",61,3,1,0,35,"1,40,829","4,024",1,0,23,0
1144,169701,"1,23,090",61,2,2,"7,847",29,"1,30,751","4,509",2,4,45,0
1145,182679,"88,037",28,2,2,770,28,"1,35,441","4,837",2,5,59,0
1146,128422,"1,85,668",44,3,2,696,35,"2,02,280","5,779",1,0,41,0
1147,66552,"48,803",60,3,2,854,31,"1,03,925","3,352",3,1,115,0
1148,129514,"19,138",31,3,2,742,34,"1,08,424","3,189",1,3,47,0
1149,33123,"41,097",54,3,2,"1,284",34,"1,04,279","3,067",3,3,159,0
1150,111977,"1,34,876",40,3,2,"3,203",29,"1,79,834","6,201",3,2,52,0
1151,58477,"10,073",51,3,2,353,31,"65,844","2,124",3,3,157,0
1152,176703,"32,409",36,3,2,"1,013",34,"1,11,681","3,285",3,3,64,0
1153,76692,"67,438",69,2,2,"3,625",35,"99,173","2,834",2,5,161,0
1154,193667,"26,315",35,1,1,"1,283",29,"2,03,295","7,010",1,4,42,0
1155,175833,"86,375",28,1,1,"5,075",32,"2,21,474","6,921",5,5,129,0
1156,177703,"5,137",51,3,2,186,31,"1,45,516","4,694",4,3,175,0
1157,167154,"1,22,159",31,2,2,"2,290",29,"1,34,816","4,649",2,5,132,0
1158,103338,"12,087",44,1,2,725,35,"85,598","2,446",1,5,22,0
1159,69936,"1,59,856",57,3,2,799,30,"2,25,150","7,505",3,0,111,0
1160,48264,"1,89,697",33,3,2,"3,083",35,"2,06,669","5,905",1,1,131,0
1161,69354,"1,11,255",42,3,1,556,35,"1,21,209","3,463",2,0,174,0
1162,61965,"19,340",54,2,2,846,28,"96,675","3,453",2,5,186,0
1163,145195,"2,10,624",52,2,2,"2,370",35,"2,32,448","6,641",2,5,82,0
1164,166833,"1,83,125",57,2,2,"6,867",28,"2,65,398","9,478",1,5,107,0
1165,106625,"2,02,313",63,2,2,"10,116",34,"1,91,026","5,618",3,4,155,0
1166,43338,"76,453",46,3,2,"2,102",31,"98,017","3,162",1,2,51,0
1167,148246,"88,138",66,3,2,"3,746",29,"85,366","2,944",4,3,128,0
1168,74074,"1,73,757",41,2,2,652,29,"2,25,658","7,781",1,5,70,0
1169,117294,"35,608",53,2,2,"1,291",29,"91,693","3,162",1,3,76,0
1170,50806,"5,137",63,3,2,103,31,"1,45,516","4,694",1,2,176,0
1171,133832,"30,521",26,3,2,"1,106",29,"92,942","3,205",3,3,56,0
1172,101157,"1,74,638",43,1,2,"10,915",28,"2,39,230","8,544",2,5,158,1
1173,78487,"1,96,421",37,3,2,"8,593",32,"3,02,186","9,443",1,4,57,1
1174,146215,"98,563",55,3,2,"1,109",31,"97,029","3,130",3,1,116,0
1175,135452,"1,03,952",63,3,2,"4,678",29,"1,65,003","5,690",1,4,66,0
1176,157856,"44,018",44,1,2,"3,026",35,"1,18,969","3,399",1,6,193,0
1177,59977,"29,010",64,2,2,544,29,"1,45,013","5,000",2,5,191,0
1178,125973,"2,10,095",29,1,2,"11,818",28,"2,25,994","8,071",1,5,149,0
1179,77839,"66,279",56,3,2,"3,065",29,"73,315","2,528",1,4,151,1
1180,33885,"1,54,568",33,3,2,0,35,"2,17,701","6,220",1,0,159,0
1181,109727,"69,352",55,3,2,"2,687",30,"88,220","2,941",2,3,18,0
1182,148496,"82,849",50,1,2,"4,453",34,"1,06,673","3,137",1,5,138,0
1183,170164,"1,13,622",43,3,1,"2,556",35,"1,53,543","4,387",1,2,194,0
1184,193875,"90,656",45,3,2,567,28,"1,14,754","4,098",3,1,57,0
1185,191733,"72,525",50,2,2,"1,269",34,"72,506","2,133",2,5,175,1
1186,182325,"1,13,320",29,2,2,"4,391",33,"1,45,282","4,402",2,5,68,0
1187,103431,"33,719",45,3,2,337,35,"75,405","2,154",3,1,79,0
1188,51792,"1,13,017",38,2,2,"2,967",31,"1,68,683","5,441",2,5,73,0
1189,138841,"1,36,361",63,3,1,"5,625",29,"1,04,395","3,600",5,3,114,0
1190,73815,"1,25,457",55,3,2,"5,018",34,"1,38,457","4,072",1,3,79,0
1191,192382,"31,125",54,2,2,"1,401",33,"1,20,226","3,643",3,5,13,0
1192,166580,"13,901",61,2,2,191,30,"73,828","2,461",3,5,76,0
1193,78788,"1,39,610",61,3,1,"4,712",31,"1,99,443","6,434",4,3,196,0
1194,119428,"16,217",41,1,2,851,31,"81,066","2,615",2,5,53,0
1195,69790,"1,19,540",45,2,1,"2,988",34,"1,99,233","5,860",4,5,32,0
1196,110372,"1,83,125",61,3,1,"2,060",33,"1,96,983","5,969",1,1,121,1
1197,115946,"79,626",69,3,1,"3,285",30,"1,02,523","3,417",1,3,200,0
1198,153160,"85,216",30,1,2,"5,326",28,"1,12,127","4,005",1,5,25,0
1199,40914,"83,051",43,3,2,727,31,"1,10,734","3,572",2,1,36,0
1200,180011,"77,360",65,3,2,290,31,"1,03,233","3,330",3,0,55,0
1201,164358,"2,01,457",48,3,2,"2,266",33,"2,08,775","6,327",1,1,171,0
1202,98695,"1,54,719",44,3,2,"4,255",28,"1,66,428","5,944",1,2,13,0
1203,78666,"79,777",59,1,2,"3,889",33,"76,042","2,304",3,4,33,1
1204,70259,"9,670",60,1,2,520,29,"1,02,717","3,542",2,5,143,1
1205,50834,"59,833",65,3,2,"2,468",35,"60,889","1,740",1,3,58,1
1206,134083,"1,81,311",61,3,2,"3,173",30,"2,48,372","8,279",3,1,87,1
1207,95658,"89,749",33,3,2,"2,805",35,"1,21,060","3,459",1,3,119,0
1208,123515,"15,411",33,3,2,443,28,"87,310","3,118",1,2,175,0
1209,110151,"1,21,781",52,3,2,"1,979",33,"1,32,677","4,021",1,1,98,0
1210,88106,"53,739",31,3,2,605,29,"1,49,274","5,147",2,1,114,0
1211,199499,"1,93,399",34,3,2,"6,769",31,"2,44,809","7,897",1,3,197,0
1212,193155,"30,823",41,1,2,"2,119",35,"1,25,745","3,593",3,6,52,0
1213,71745,"1,48,323",51,3,2,"5,377",30,"1,61,593","5,386",1,3,44,0
1214,150199,"1,87,657",39,2,2,"4,222",35,"2,75,967","7,885",2,5,2,0
1215,45374,"29,916",56,1,2,"1,945",31,"1,63,318","5,268",3,5,34,0
1216,181939,"17,451",28,1,2,"1,113",28,"87,234","3,116",1,5,151,0
1217,109255,"1,20,874",56,3,2,"5,590",29,"1,83,143","6,315",1,4,188,0
1218,101809,"97,606",65,1,2,"4,880",31,"1,31,900","4,255",1,4,37,0
1219,32279,"1,27,825",34,3,1,"1,278",33,"1,63,878","4,966",3,1,199,0
1220,102881,"25,434",41,2,1,827,30,"69,721","2,324",1,3,165,0
1221,40878,"93,174",53,2,2,"3,843",30,"1,25,679","4,189",1,3,9,0
1222,121527,"1,36,689",44,1,2,"8,885",33,"1,82,252","5,523",1,5,51,0
1223,184265,"1,72,246",65,2,2,"1,507",31,"2,35,953","7,611",4,1,83,0
1224,85647,"1,27,422",51,3,2,"3,504",30,"2,12,369","7,079",1,2,140,0
1225,67432,"33,492",44,1,2,"2,177",32,"1,39,413","4,357",3,5,33,0
1226,134139,"51,372",64,2,2,128,31,"84,216","2,717",1,5,100,0
1227,186702,"1,21,907",60,2,2,"4,876",31,"1,64,739","5,314",1,5,183,0
1228,33405,"23,923",38,3,1,120,33,"1,35,530","4,107",1,0,32,0
1229,119206,"6,950",42,2,2,313,33,"65,625","1,989",2,4,183,0
1230,146779,"54,469",62,2,2,"1,294",32,"1,36,172","4,255",2,5,23,0
1231,52700,"1,70,987",48,3,2,"3,420",30,"1,88,704","6,290",1,2,78,0
1232,56316,"58,498",43,3,2,"2,632",29,"61,789","2,131",1,4,136,0
1233,177367,"1,33,264",59,1,2,"6,497",34,"1,41,557","4,163",1,4,33,0
1234,157699,"49,281",30,1,2,"2,895",29,"1,26,363","4,357",1,5,132,0
1235,74825,"1,04,279",42,2,1,"5,605",28,"1,53,352","5,477",3,4,188,0
1236,112898,"1,12,363",60,3,2,"2,107",28,"1,22,416","4,372",1,2,73,0
1237,37802,"74,161",67,1,2,"5,006",35,"1,10,689","3,163",2,5,158,0
1238,110503,"1,77,005",54,2,2,"5,974",28,"1,92,842","6,887",1,5,122,0
1239,170685,"1,94,457",62,1,2,"11,667",35,"2,49,303","7,123",1,5,146,0
1240,189315,"54,469",65,3,2,"1,021",35,"74,615","2,132",2,2,90,0
1241,197602,"77,057",66,3,2,289,32,"1,22,313","3,822",3,0,161,0
1242,137393,"46,839",39,3,2,761,30,"1,80,923","6,031",1,1,185,0
1243,123796,"1,54,568",25,3,2,"7,342",34,"2,41,513","7,103",3,4,103,0
1244,96677,"33,845",64,2,2,"2,115",35,"92,777","2,651",3,5,164,0
1245,106112,"1,33,969",27,1,1,"8,708",34,"1,73,986","5,117",3,5,84,0
1246,90406,"70,032",40,3,2,"1,226",30,"89,784","2,993",1,1,199,0
1247,65715,"1,43,840",29,1,2,"8,630",30,"2,11,530","7,051",2,5,164,0
1248,99446,"2,569",56,3,1,19,28,"2,18,274","7,796",4,1,87,0
1249,155762,"47,368",30,3,2,"1,421",30,"1,33,086","4,436",3,2,136,0
1250,80285,"1,72,750",61,1,2,"8,422",35,"2,27,302","6,494",1,4,178,0
1251,130375,"1,95,413",25,1,2,"12,946",30,"2,64,072","8,802",1,5,14,0
1252,34996,"1,46,056",30,3,1,"4,564",35,"1,55,146","4,433",1,3,12,0
1253,64931,"1,30,544",66,3,2,"5,059",34,"1,65,246","4,860",1,3,193,0
1254,111851,"1,61,821",37,3,2,"5,866",29,"2,10,156","7,247",1,3,126,0
1255,85772,"1,46,409",64,2,1,"5,307",30,"1,97,850","6,595",3,3,178,0
1256,71171,"11,962",68,2,1,538,34,"67,765","1,993",4,5,67,0
1257,72394,"1,05,261",44,2,2,132,33,"1,11,812","3,388",1,5,111,0
1258,147584,"1,29,638",45,2,2,"4,537",33,"1,85,197","5,612",1,5,121,0
1259,126239,"1,56,683",48,3,2,"4,701",28,"2,08,911","7,461",1,2,109,0
1260,77044,"97,707",44,3,2,"2,687",30,"1,31,793","4,393",1,2,53,0
1261,55549,"1,03,247",44,3,2,"3,097",34,"1,13,945","3,351",1,2,169,0
1262,56363,"2,09,012",68,3,2,"4,703",29,"2,01,836","6,960",2,2,130,0
1263,35423,"97,606",32,3,2,"2,196",28,"1,39,437","4,980",1,2,115,0
1264,173801,"1,35,833",59,2,2,"5,603",33,"1,47,985","4,484",2,5,10,0
1265,88067,"1,60,964",56,3,2,"7,847",28,"2,36,712","8,454",2,4,165,0
1266,190955,"9,670",30,3,2,121,31,"1,36,956","4,418",2,1,25,0
1267,141064,"1,85,089",57,2,2,"12,493",30,"2,57,068","8,569",2,5,125,0
1268,76545,"89,900",49,2,2,"6,181",34,"87,073","2,561",3,5,149,0
1269,92190,"1,78,390",35,3,2,"7,582",35,"2,54,843","7,281",2,3,124,0
1270,190027,"1,16,039",50,1,1,"6,092",35,"1,70,646","4,876",3,4,27,0
1271,183017,"1,23,090",39,1,2,"7,539",34,"1,98,533","5,839",1,5,7,0
1272,60809,"7,630",39,2,1,353,34,"3,24,202","9,535",1,5,101,0
1273,38336,"1,11,204",43,3,1,"2,780",33,"1,01,613","3,079",5,2,164,0
1274,60047,"88,188",59,2,2,"3,748",29,"1,22,854","4,236",1,5,155,0
1275,180630,"92,242",53,1,2,"5,996",28,"1,24,652","4,452",1,5,75,0
1276,43817,"1,53,007",42,2,2,383,28,"1,66,696","5,953",2,5,6,0
1277,85183,"2,05,486",60,3,2,257,30,"2,66,865","8,896",3,0,157,0
1278,120292,"1,89,974",40,2,2,"5,937",30,"2,53,299","8,443",2,4,63,0
1279,131740,"38,906",66,2,2,778,34,"94,463","2,778",2,5,153,0
1280,152541,"71,819",57,3,2,"2,155",31,"1,15,838","3,737",1,2,113,0
1281,166472,"78,971",63,2,2,"4,936",35,"1,08,602","3,103",1,4,167,0
1282,163081,"5,036",32,3,2,101,28,"71,331","2,548",1,2,82,0
1283,166904,"1,72,095",32,3,2,"6,669",35,"1,87,492","5,357",1,3,79,0
1284,92240,"53,185",35,3,2,731,29,"83,101","2,866",2,1,173,0
1285,114364,"1,06,118",67,1,2,"7,163",31,"1,51,597","4,890",3,5,20,0
1286,93929,"1,61,594",47,3,1,"6,464",28,"1,76,052","6,288",1,3,102,0
1287,179166,"1,52,302",33,2,2,"7,044",34,"2,41,749","7,110",1,5,131,0
1288,104288,"1,37,469",41,3,2,"4,468",28,"1,51,714","5,418",1,3,140,0
1289,48232,"64,819",38,1,2,"4,375",29,"82,817","2,856",3,5,5,0
1290,44175,"4,986",66,3,2,181,35,"4,23,709","12,106",3,3,10,0
1291,51782,"1,12,413",44,3,2,"4,918",31,"1,24,061","4,002",1,4,170,0
1292,149494,"16,394",49,2,2,902,33,"1,07,162","3,247",4,4,57,0
1293,101231,"1,92,492",66,3,2,"9,384",35,"2,46,785","7,051",1,4,44,0
1294,58390,"1,27,145",66,2,1,"8,741",30,"83,756","2,792",5,5,133,0
1295,65524,"92,670",57,3,2,"3,823",30,"1,42,570","4,752",1,3,91,0
1296,162315,"12,465",35,3,2,312,33,"96,297","2,918",1,2,78,0
1297,82208,"1,17,248",40,3,2,"4,250",30,"1,86,108","6,204",1,3,5,0
1298,32257,"1,49,884",65,1,2,"9,930",31,"2,23,708","7,216",2,5,96,0
1299,139699,"58,020",60,3,2,725,32,"62,846","1,964",1,1,147,0
1300,85902,"16,922",46,2,2,571,29,"1,19,837","4,132",1,5,88,0
1301,88685,"1,88,211",62,1,2,"11,293",33,"2,41,297","7,312",1,5,177,0
1302,117629,"66,985",38,2,1,"3,935",33,"93,316","2,828",1,4,159,0
1303,198510,"1,64,389",57,2,2,"1,644",30,"2,13,492","7,116",4,1,128,0
1304,110309,"1,07,654",32,3,2,"1,346",31,"1,17,285","3,783",1,1,6,0
1305,92481,"67,312",63,1,2,"3,955",33,"72,873","2,208",1,5,196,0
1306,157204,"1,72,246",32,3,2,"4,306",28,"2,73,406","9,765",3,2,121,0
1307,35280,"1,01,182",51,2,2,"2,530",28,"1,68,636","6,023",4,5,49,0
1308,194341,"6,950",63,1,2,365,29,"73,828","2,546",3,5,160,0
1309,48157,"1,02,743",32,1,2,"6,678",34,"1,10,519","3,251",1,5,170,0
1310,190678,"1,34,926",65,3,2,"5,060",33,"2,21,190","6,703",2,3,17,0
1311,76983,"76,554",52,3,2,"2,871",31,"74,147","2,392",3,3,198,0
1312,167230,"2,01,936",35,3,1,"6,310",33,"2,92,660","8,868",4,3,126,0
1313,110394,"1,49,582",42,3,2,748,32,"1,94,262","6,071",1,0,5,0
1314,101384,"1,34,800",69,3,1,"4,381",28,"1,98,235","7,080",2,3,26,0
1315,50591,"61,042",40,1,2,"3,281",35,"80,318","2,295",2,5,99,0
1316,148450,"1,95,413",48,1,1,"9,526",29,"3,15,183","10,868",1,4,117,0
1317,91472,"1,20,723",68,2,2,905,32,"1,29,859","4,058",1,5,179,0
1318,191603,"1,25,457",51,3,2,"4,548",34,"1,76,701","5,197",3,3,200,0
1319,198199,"55,602",38,3,1,626,32,"60,195","1,881",1,1,147,0
1320,147961,"1,99,443",61,3,1,"9,224",33,"2,97,676","9,020",2,4,188,0
1321,129190,"1,14,755",54,3,1,"2,582",31,"1,25,022","4,033",3,2,167,0
